state_rate_area,plan_id,state,metal_level,rate,rate_area
NM 5,44049EQ8859613,NM,Silver,298.29,5
TX 8,18753AQ5981728,TX,Bronze,265.79,8
AR 3,43372BX1419420,AR,Silver,312.98,3
WI 14,05928AV6127561,WI,Silver,247.47,14
GA 16,84260WJ5828459,GA,Catastrophic,241.51,16
FL 43,25798LU6951006,FL,Silver,281.37,43
SC 9,41670OT7733731,SC,Bronze,262.03,9
NC 13,27713DU0632136,NC,Silver,283.08,13
WI 12,97629SS3752458,WI,Bronze,299.49,12
IN 16,12905RS8368960,IN,Bronze,340.27,16
AL 1,44553SU3805238,AL,Bronze,223.67,1
OH 13,32154RK1881320,OH,Bronze,237.05,13
AZ 7,28948MG2961863,AZ,Bronze,262.52,7
WI 14,96653RN0258771,WI,Platinum,498.5,14
TX 22,42322TV1525209,TX,Bronze,184.84,22
FL 41,19907KH8484972,FL,Bronze,282.24,41
WI 6,21836US8905387,WI,Gold,605.95,6
TN 6,81559EA2362318,TN,Silver,216.99,6
FL 44,91999UR3259972,FL,Bronze,342.97,44
SC 46,68844WT5063821,SC,Silver,486.6,46
IL 4,24453MV8059568,IL,Gold,286.9,4
OH 6,70426KR8214141,OH,Bronze,199.65,6
FL 59,81962ND8832369,FL,Gold,475.12,59
MI 3,20777SW2438727,MI,Gold,410.67,3
FL 27,68626MT4497404,FL,Platinum,515.03,27
WI 13,22041GD6912517,WI,Silver,403,13
IN 2,08153CY5363647,IN,Gold,414.72,2
SC 25,62026HW3783486,SC,Gold,257.03,25
OH 2,02152RD8164486,OH,Bronze,307.82,2
MS 6,33135EU5643136,MS,Silver,260.63,6
SC 46,02923OR4108448,SC,Catastrophic,242.63,46
SC 5,31714JB3161091,SC,Bronze,179.29,5
IN 6,73053DM2692468,IN,Gold,401,6
FL 18,67502KH1173281,FL,Bronze,293.61,18
NC 4,70133PH4768016,NC,Bronze,307.56,4
GA 9,20072WR8210286,GA,Silver,286.92,9
PA 3,29360CW9315400,PA,Gold,304.24,3
GA 16,01760OV2772846,GA,Silver,386.68,16
FL 5,19293ZU2275126,FL,Catastrophic,252.71,5
MI 5,65884AH2595697,MI,Bronze,196.94,5
OR 7,91312LB9950667,OR,Silver,244,7
GA 12,14193YG5644847,GA,Silver,342.15,12
TN 4,56130CE5055071,TN,Silver,369.31,4
WY 1,10176HK7019075,WY,Silver,452.7,1
AZ 7,52663ER9208939,AZ,Gold,430.84,7
UT 4,06895XQ2000115,UT,Gold,257.59,4
MT 2,54410BZ5037884,MT,Catastrophic,168.2,2
FL 2,48416UT7981821,FL,Platinum,387.81,2
NV 4,59233TR8699339,NV,Gold,377.0461528,4
SC 39,41019QG9063682,SC,Bronze,268.78,39
PA 2,27362AK6324460,PA,Silver,183.94,2
SC 24,83525GX3525972,SC,Silver,317.93,24
MT 1,98746PT3260485,MT,Bronze,236,1
WY 1,77929DF3813991,WY,Silver,413.59,1
NC 6,97127TH2575619,NC,Silver,320.45,6
WI 1,96516BP6493865,WI,Silver,386.67,1
ME 1,34418TL3530179,ME,Catastrophic,193.76,1
AZ 1,17039VF0915856,AZ,Gold,538.38,1
FL 6,20677XV1485296,FL,Silver,297.45,6
SC 39,58636JY5224132,SC,Silver,307.32,39
NM 1,17163VJ1668842,NM,Silver,163.08,1
FL 27,42952LH5776968,FL,Silver,323.32,27
FL 5,12343VI9872125,FL,Gold,322.3,5
IN 1,73473VD4743527,IN,Silver,319.59,1
LA 8,73101GU0727353,LA,Bronze,252.07,8
SC 38,46011XK7161254,SC,Silver,285.47,38
IN 10,54465BH1307930,IN,Silver,356.22,10
IN 5,09460VD2981049,IN,Bronze,289.42,5
IN 13,57905SF8005874,IN,Bronze,284.91,13
OR 3,17217KP5524947,OR,Silver,226,3
SC 31,24862CL9002459,SC,Gold,343.76,31
OH 11,12626XE4501640,OH,Bronze,297.1,11
SC 39,87563TJ7411710,SC,Silver,288.39,39
AZ 6,32707KR5280293,AZ,Gold,332.21,6
WI 11,31746OP7496463,WI,Gold,378,11
LA 3,26420TK1583212,LA,Silver,349.05,3
FL 26,24545NC9016486,FL,Silver,310.94,26
OH 7,18581TR0830207,OH,Silver,294.36,7
OH 3,56291YV4750737,OH,Bronze,267.51,3
MI 14,00314MT6605770,MI,Bronze,220.21,14
IA 1,99015AH8158731,IA,Silver,388.68,1
IN 2,17170YZ1042150,IN,Silver,320.78,2
UT 5,11741GJ9988203,UT,Silver,256.62,5
TX 19,44770GE6312640,TX,Bronze,188.83,19
LA 3,92410TB5187973,LA,Catastrophic,204.79,3
MS 2,40480CA5734524,MS,Gold,334.55,2
FL 37,12379XW6108631,FL,Platinum,401.83,37
OH 12,65014PR4818253,OH,Gold,377.64,12
PA 6,35431DU8026382,PA,Gold,409.89,6
LA 7,80770HE2847128,LA,Silver,376.06,7
SC 13,80248EM9450644,SC,Silver,303.05,13
FL 64,13349CW5963603,FL,Gold,441.66,64
FL 65,95152WJ3792116,FL,Bronze,233.11,65
SC 30,21826TI6213744,SC,Gold,325.84,30
FL 6,80888PQ3977135,FL,Platinum,542.61,6
GA 8,55265EE7609207,GA,Bronze,212.82,8
LA 2,06148CY3440814,LA,Silver,307.4,2
GA 4,02838MG7453103,GA,Silver,311.35,4
UT 1,58619VV8918507,UT,Silver,233.82,1
MI 7,44589CD9908310,MI,Gold,411.68,7
FL 43,42288RD6745720,FL,Platinum,529.96,43
WI 11,04038AZ7890012,WI,Bronze,290.89,11
UT 4,21708ZC1436351,UT,Gold,307.98,4
KS 1,79218LA8625910,KS,Silver,230.17,1
SC 23,84004HQ3131559,SC,Bronze,251.34,23
OH 16,09357HH1779224,OH,Gold,388.83,16
AZ 4,43407WR0132757,AZ,Gold,354.23,4
TX 18,56958VD0162647,TX,Silver,273.77,18
IL 4,52526BI0540455,IL,Silver,224.62,4
MI 7,20166NN2312642,MI,Catastrophic,248.08,7
MO 6,83373LP8852127,MO,Gold,308.63,6
MI 12,05543RS5836496,MI,Bronze,236.13,12
SC 7,21622JN6118828,SC,Gold,330.19,7
FL 29,99373WS3893825,FL,Platinum,444.29,29
FL 26,99014KW3939998,FL,Bronze,324.18,26
ME 1,65447YG2623421,ME,Silver,274.87,1
IL 10,43624LH7609360,IL,Gold,359.98,10
OH 13,16396TM3300207,OH,Catastrophic,157.45,13
SC 35,42748VD1666571,SC,Silver,503.56,35
TX 4,29756TT5986156,TX,Bronze,231.24,4
GA 12,90569CU9841245,GA,Bronze,271.19,12
FL 21,16868SM8318031,FL,Bronze,342.79,21
OH 12,22502EH4040631,OH,Bronze,269.7,12
NC 10,28273FR2830327,NC,Bronze,230.13,10
FL 3,69592QK1322556,FL,Platinum,430.66,3
SC 6,71654FF2163518,SC,Gold,388.66,6
FL 37,18755PP6908765,FL,Platinum,419.72,37
SC 26,74615KV3662333,SC,Silver,279.12,26
FL 25,87877VR4856241,FL,Silver,387.13,25
MI 2,55263KQ8419583,MI,Silver,332.08,2
FL 43,21880BL8463159,FL,Silver,460.58,43
SC 43,02323CQ7353918,SC,Silver,318.82,43
GA 4,91252JN7017082,GA,Gold,360.37,4
LA 8,49944DR8955244,LA,Silver,349.05,8
PA 7,55286OT9000584,PA,Bronze,301.64,7
SC 36,51360MZ3969467,SC,Catastrophic,233.33,36
WI 7,17171YS9811073,WI,Silver,297,7
FL 63,13573AG9961742,FL,Gold,245.82,63
MI 8,63134NW6519937,MI,Gold,335.4613163,8
FL 6,74554TJ8859425,FL,Silver,299.98,6
SC 23,29856XN3504328,SC,Gold,343.62,23
LA 6,55030LG8059961,LA,Silver,329.99,6
FL 31,21074JT1539335,FL,Bronze,306.37,31
OH 2,50106JL3438654,OH,Bronze,215.96,2
FL 59,48892EB5629230,FL,Silver,394.62,59
AZ 2,00196ZL4437635,AZ,Bronze,236.2,2
TN 3,60244CI1278128,TN,Silver,264.93,3
IL 1,51178NC6496086,IL,Bronze,173.17,1
OH 4,86150UP1519967,OH,Gold,416.68,4
MI 9,15703MN0525774,MI,Gold,357.43,9
IL 1,27765DT7606672,IL,Silver,209.95,1
MI 1,96489VY3224088,MI,Bronze,273.73,1
AZ 4,72603MN9587629,AZ,Gold,331.02,4
OH 5,36820FV1992994,OH,Catastrophic,186.66,5
MI 11,72466GI5812077,MI,Gold,359.06,11
OK 3,52599DW3330694,OK,Bronze,229.1,3
FL 16,46865TW9061372,FL,Catastrophic,243.99,16
OH 4,04934UQ4590145,OH,Silver,250.06,4
SC 44,42813YV0262764,SC,Bronze,249.93,44
TX 6,46605HF6211533,TX,Bronze,389.51,6
VA 9,48799JL2829250,VA,Gold,341.91,9
VA 8,00010GN8494830,VA,Silver,287.02,8
SC 6,07035KC0874355,SC,Bronze,285.91,6
PA 6,30781UK1812188,PA,Silver,257.43,6
SC 5,16566CR7121887,SC,Silver,237.91,5
FL 31,42382QC6098258,FL,Platinum,456.37,31
PA 6,18220TG4417007,PA,Silver,215.06,6
FL 57,84403TV1294878,FL,Catastrophic,240.29,57
OH 16,60431SH0543747,OH,Gold,410.7,16
SC 37,32543OD6816983,SC,Silver,319.98,37
AZ 4,00886IX0818161,AZ,Gold,295.29,4
OH 1,98615LD6974499,OH,Gold,388.63,1
WI 13,71861RD3049838,WI,Silver,345.53,13
MI 12,24833RH6578810,MI,Silver,320.12,12
IL 4,82816YA2499715,IL,Catastrophic,155.59,4
GA 7,46798WR6418720,GA,Bronze,273.91,7
OH 10,78331CO8686168,OH,Gold,492.97,10
FL 53,71864SJ8104090,FL,Silver,312.12,53
WI 8,42857VU6413937,WI,Bronze,322.25,8
VA 7,22638HJ4098699,VA,Bronze,168.54,7
FL 4,64617YJ5067098,FL,Bronze,258.04,4
MI 1,31614VB2733312,MI,Gold,392.3524167,1
IN 11,35860YF6400527,IN,Silver,333.07,11
IL 3,22618WO3546804,IL,Silver,299.71,3
AZ 6,17342QM1897440,AZ,Bronze,256.32,6
SC 14,02063VI3762896,SC,Silver,273.61,14
TX 11,41089UK5433275,TX,Bronze,217.4,11
FL 22,52789BI3697041,FL,Gold,336.38,22
SC 42,13102KI2569530,SC,Gold,335.62,42
SD 1,04676FW0525933,SD,Gold,344.28,1
PA 1,77260PP1720468,PA,Bronze,226.87,1
FL 57,66799WC0259092,FL,Gold,392.34,57
SC 39,27604VQ8582878,SC,Silver,333.15,39
AZ 1,33136DD9143040,AZ,Gold,464.41,1
NM 5,92767ZZ7086952,NM,Catastrophic,186.05,5
SC 19,07251OG8546669,SC,Bronze,223.97,19
WI 14,57709YS7915470,WI,Bronze,288.56,14
FL 5,57498BJ0842056,FL,Silver,317.45,5
IL 2,70655AD9174863,IL,Silver,317.83,2
SC 43,44566SW9305126,SC,Platinum,692.95,43
SC 28,59243TA9365560,SC,Gold,359.86,28
PA 7,72366BW0405005,PA,Gold,416.55,7
NC 5,12004BO6465176,NC,Silver,299.97,5
FL 66,68811SE6245554,FL,Bronze,322.67,66
FL 12,01138BB2913375,FL,Silver,356.59,12
GA 11,32164XS4230943,GA,Bronze,257.35,11
FL 37,05181WN3796616,FL,Gold,359.06,37
SC 29,89250WJ9769855,SC,Gold,585.91,29
AZ 1,88581PU9085290,AZ,Silver,431.36,1
AZ 1,84606EN0317829,AZ,Silver,339.02,1
SC 9,42671DU7835244,SC,Bronze,256.59,9
VA 12,69536XY6098952,VA,Gold,358.22,12
LA 3,02190HI3371355,LA,Silver,315.33,3
MS 4,42679DN4428557,MS,Silver,315.35,4
LA 7,02446FN1926905,LA,Catastrophic,213.56,7
SC 36,43750GB9465998,SC,Silver,274.98,36
GA 2,22052HE3695777,GA,Catastrophic,268.82,2
WI 14,37468SE1254001,WI,Catastrophic,199.06,14
OH 1,43541XC1255167,OH,Gold,302.44,1
TN 5,25215EQ0730422,TN,Gold,373.96,5
WI 7,48169IU9141743,WI,Silver,308.11,7
NC 5,87595PF3674503,NC,Bronze,313.03,5
PA 6,61647PD9034242,PA,Bronze,217.31,6
SC 16,08486CO8518229,SC,Bronze,429.66,16
FL 49,82190YP9907769,FL,Silver,346.18,49
FL 6,26067WX7862153,FL,Silver,313.97,6
TX 12,45254LW9544524,TX,Bronze,254.41,12
SC 10,61809IP1528518,SC,Bronze,248.22,10
IL 8,03096JJ7701172,IL,Gold,326.85,8
AZ 1,69110UG4157883,AZ,Gold,349.69,1
FL 43,70299MC4144484,FL,Platinum,552.05,43
SC 43,08645HP5450532,SC,Silver,494.25,43
OH 14,88180VO4114997,OH,Silver,311.44,14
SC 33,55395QF1372372,SC,Silver,298.82,33
SC 22,46337VJ0224556,SC,Gold,356.68,22
IN 2,24529DT3211913,IN,Silver,441.27,2
AZ 4,78801ER2475808,AZ,Bronze,210.78,4
FL 12,80334GD5375503,FL,Silver,324.61,12
OH 16,41838EV5934561,OH,Gold,402.15,16
SC 3,05379MT5170963,SC,Silver,296.69,3
MI 1,98228HN6498511,MI,Bronze,193.9,1
NH 1,00087WY5043956,NH,Bronze,402.07,1
AZ 2,01434TH4565153,AZ,Catastrophic,181.62,2
ND 4,61063QT8132828,ND,Catastrophic,185.78,4
FL 28,85392MZ1103078,FL,Silver,371.08,28
FL 21,27755LO7160454,FL,Bronze,325.17,21
MO 10,86561PC6192828,MO,Silver,371.48,10
NC 9,04013CG4154602,NC,Silver,340.35,9
OH 6,77047TV1938847,OH,Gold,419.89,6
SC 7,92585FV5773850,SC,Bronze,241.69,7
FL 67,14610CO5835619,FL,Silver,380.31,67
FL 8,50178OW1570002,FL,Catastrophic,201.4,8
WI 13,10572SV9386348,WI,Silver,354.44,13
TN 6,31237IV8312011,TN,Platinum,415.13,6
OH 14,10578QC9915659,OH,Gold,371.78,14
MI 5,37465MG3738189,MI,Gold,363.86,5
SC 40,02154ME2956044,SC,Silver,313.05,40
OR 1,46483QG7771426,OR,Silver,240.72,1
SC 35,19599ZD5711466,SC,Bronze,284.52,35
PA 6,91105WX6488278,PA,Bronze,171.9,6
OH 3,71394JU4657146,OH,Bronze,297.63,3
FL 9,09867HI6361923,FL,Platinum,374.39,9
TX 15,17016AY2300692,TX,Gold,259.94,15
MI 15,01671TB2262276,MI,Catastrophic,211,15
KS 5,94830EI7260239,KS,Platinum,350.99,5
MO 5,98991NX8275772,MO,Silver,294.08,5
FL 38,72679FZ1002416,FL,Silver,329.53,38
TX 15,30121SU5555869,TX,Gold,259.11,15
MS 3,50977JT0174816,MS,Silver,297.21,3
FL 37,32148NS3164447,FL,Platinum,437.91,37
FL 28,29207DT3146419,FL,Bronze,326.2,28
OH 4,83661UH7819385,OH,Bronze,270.84,4
GA 5,24566NE9306855,GA,Silver,406.92,5
WI 2,04663ZF0535193,WI,Gold,390.5,2
MI 14,87216XF1596601,MI,Bronze,315.82,14
NC 3,71947FU4122027,NC,Gold,462.45,3
PA 9,02503ZR0369396,PA,Silver,238.99,9
MI 4,87333FO2963649,MI,Bronze,279.14,4
OK 1,52421WS3851292,OK,Gold,306.33,1
GA 7,13797QW3551618,GA,Bronze,312.37,7
PA 6,54100TD2906594,PA,Gold,356.21,6
WV 11,66878UI0760565,WV,Bronze,225.99,11
UT 1,10563FI6644375,UT,Gold,299.34,1
UT 6,55614DL4583521,UT,Silver,255.19,6
WI 13,98889WB2967717,WI,Bronze,302.56,13
VA 11,44565XP6008718,VA,Silver,300.14,11
NC 6,48511UE4235778,NC,Silver,322.46,6
GA 7,48181TL2145268,GA,Gold,327.26,7
AL 3,83521TH7166597,AL,Gold,306.88,3
FL 5,41621OT6793939,FL,Gold,379.73,5
SC 7,51632QM0423772,SC,Gold,276.75,7
MI 9,11909IA7141074,MI,Silver,289.35,9
WI 15,97790NX4186549,WI,Bronze,309.5,15
FL 5,60172BS2814821,FL,Platinum,415.21,5
FL 48,13539QS9229799,FL,Bronze,274.07,48
OK 3,50431OO2808321,OK,Bronze,144.1,3
IN 15,65889NB9095825,IN,Silver,496.48,15
FL 53,80292VB4472689,FL,Silver,381.52,53
IN 16,89542HQ4480997,IN,Bronze,171.51,16
ME 4,73188OQ0391402,ME,Silver,472.08,4
WY 1,43206MY1496876,WY,Gold,539.6,1
AL 4,70358YP4497331,AL,Platinum,407.57,4
OH 12,82766WG8022212,OH,Bronze,203.89,12
TN 8,59193NH2161777,TN,Gold,400.52,8
MI 14,63442PG5402020,MI,Silver,321.83,14
FL 6,68218KV0219951,FL,Bronze,241.13,6
OH 15,82220PJ1641497,OH,Silver,322.07,15
WI 15,55894VX2842770,WI,Gold,372.42,15
FL 62,50121HK0509814,FL,Silver,305.46,62
KS 5,53867PZ4311127,KS,Gold,293.2,5
VA 3,29733EX8521319,VA,Silver,277.09,3
WY 3,40448NL3453634,WY,Gold,531.1,3
WI 16,81793RS2377074,WI,Silver,328.28,16
FL 5,11539CB9488561,FL,Silver,321.28,5
WI 14,68708OO5622658,WI,Bronze,233.12,14
TX 24,13793WU3866948,TX,Silver,241.74,24
VA 12,73823CR9374963,VA,Silver,279.37,12
WI 14,54850FK0786264,WI,Silver,416.68,14
WI 10,55522OC2923406,WI,Bronze,333.49,10
FL 22,30403LW8496054,FL,Platinum,438.45,22
TX 24,69888UE6143254,TX,Bronze,212.09,24
MI 4,30378IQ9696245,MI,Silver,345.37,4
WI 15,61958PO0785664,WI,Silver,290.89,15
FL 34,51996DN9045099,FL,Bronze,250.03,34
SC 39,33997PD5853862,SC,Bronze,270.25,39
NM 3,50316RB1940154,NM,Silver,203.7,3
GA 14,39127SP6352229,GA,Silver,382.5,14
UT 3,46271NR7297876,UT,Gold,226.39,3
SC 34,84606RR8002367,SC,Gold,356.21,34
FL 49,55954PG5803575,FL,Silver,344.98,49
SC 33,59118CY2278102,SC,Bronze,267.26,33
MI 6,69073QK6669081,MI,Gold,306.95,6
IN 13,65981TN1146576,IN,Bronze,273.23,13
TX 2,53994LR8516819,TX,Bronze,313.33,2
OH 14,33993CE8773374,OH,Bronze,203.89,14
OH 4,79026PA2937915,OH,Gold,344.53,4
AL 2,59643ZT9931238,AL,Platinum,394.55,2
WI 1,97059KP4219956,WI,Silver,382.13,1
OH 11,66695CN4135432,OH,Gold,584.19,11
SC 4,09377IO6178650,SC,Silver,336.7,4
WI 15,43814LR5784503,WI,Gold,357.59,15
TN 3,27578QM1345078,TN,Silver,244.33,3
SC 32,25943QD4016439,SC,Silver,302.52,32
UT 4,78034KP8874709,UT,Bronze,182.84,4
SC 7,28134AS9759812,SC,Gold,326.81,7
SC 16,56878FD5223527,SC,Bronze,269.49,16
FL 55,92390DO5742800,FL,Bronze,363.84,55
AZ 5,90278DH1253747,AZ,Bronze,195.96,5
AZ 4,18519RW0247262,AZ,Silver,251.15,4
LA 3,36210OJ8138165,LA,Bronze,280.79,3
IN 13,51863EC4028326,IN,Silver,352.69,13
SD 4,60856GE2887369,SD,Gold,344.28,4
FL 25,72519XB6095623,FL,Platinum,414.39,25
OH 7,25350ME2273401,OH,Silver,335.34,7
TX 26,15068OE1816405,TX,Silver,376.95,26
OR 5,19736RX5840281,OR,Silver,273.93,5
GA 14,32711UH2049471,GA,Catastrophic,213.64,14
SC 46,12328QY8277296,SC,Silver,299.44,46
VA 5,38941MX2017902,VA,Gold,367.82,5
SC 7,22790JQ2121065,SC,Gold,323.19,7
FL 49,68774MD2022304,FL,Platinum,502.59,49
SC 5,79969DF5419029,SC,Silver,298.84,5
GA 13,64792XL2605431,GA,Bronze,235,13
AZ 3,10176XJ9937298,AZ,Gold,413.78,3
IN 13,11040CH8873235,IN,Bronze,319.75,13
UT 6,90925FJ5396808,UT,Gold,290.03,6
NC 10,39846WJ7876664,NC,Catastrophic,248.78,10
OR 7,97843TI6014323,OR,Silver,293,7
AZ 2,86832GO2085301,AZ,Bronze,224.4,2
FL 55,59841IU2917973,FL,Bronze,217.46,55
SC 21,23748ON6986319,SC,Bronze,257.8,21
SD 2,22967CI7722722,SD,Bronze,215.68,2
AZ 7,13254NI2399333,AZ,Silver,209.35,7
SC 24,16773GP7022012,SC,Bronze,274.61,24
SC 30,21305RX8922927,SC,Silver,277.34,30
FL 16,99091TX0262829,FL,Gold,413.86,16
AL 13,43897IO5130308,AL,Gold,322.98,13
WI 13,55887EW0165964,WI,Bronze,290.03,13
SC 9,31830MV7032494,SC,Silver,298.44,9
AZ 2,17480PK7625614,AZ,Gold,261.26,2
SC 32,38631WQ3371407,SC,Silver,292.08,32
SC 7,14769IR2541309,SC,Silver,298.78,7
MI 8,94962PW7039870,MI,Silver,309.71,8
IN 9,89956KT2692076,IN,Bronze,291.91,9
OH 8,68179BD0043742,OH,Silver,284.55,8
OH 14,74885RR9946057,OH,Silver,301.02,14
TN 2,37480EO7422413,TN,Silver,239.87,2
WI 14,56213JG7872842,WI,Silver,305.81,14
SC 44,34891MW9949350,SC,Bronze,248.2,44
OH 10,54710WU2308028,OH,Silver,407.22,10
TN 6,56008UM4032802,TN,Silver,244.64,6
OK 5,14118CL3280197,OK,Silver,262.72,5
FL 61,85129FB4202102,FL,Bronze,330.25,61
IN 15,99234WK2179581,IN,Silver,308.39,15
OH 16,93776AZ5540542,OH,Gold,361.94,16
VA 11,00928LD4739233,VA,Silver,288.85,11
MI 9,61610CE3031745,MI,Silver,367.15,9
WI 11,42615PD1839298,WI,Gold,392.25,11
WI 2,96922HC2037752,WI,Platinum,393.13,2
VA 6,77867QH1715961,VA,Bronze,243.87,6
GA 8,70309LC4245701,GA,Gold,315.8,8
KS 4,40249JV6723940,KS,Silver,249.45,4
FL 19,91737IR7992262,FL,Platinum,510.99,19
FL 9,38135PF4039398,FL,Platinum,358.11,9
SC 13,34929GO3145308,SC,Silver,296.83,13
GA 2,33069XG1172354,GA,Silver,320.83,2
OH 2,02005NJ8082101,OH,Bronze,239.12,2
WI 14,98330WV7255843,WI,Bronze,247.14,14
WI 15,77259KP4185836,WI,Silver,383.91,15
SC 8,19333FL8261791,SC,Silver,285.89,8
IN 1,82329FJ1151233,IN,Silver,329.61,1
IL 12,59468KR3295989,IL,Gold,312.59,12
KS 1,62600HG8614008,KS,Silver,345.89,1
TX 16,38828DQ8307577,TX,Silver,242.7,16
OH 3,38102KE4097300,OH,Platinum,669.65,3
SC 21,63564KJ4632764,SC,Silver,290.62,21
NE 4,52344IS5057939,NE,Bronze,271.56,4
AZ 2,91317HP6317985,AZ,Gold,426.33,2
VA 12,58793WW0842330,VA,Gold,369.3,12
TX 24,10297KM5637363,TX,Bronze,187.77,24
OK 4,53720LW0451327,OK,Silver,262.72,4
WI 15,23750NW4398863,WI,Silver,360.64,15
TX 20,04616CZ6143046,TX,Gold,345.08,20
TX 14,62102BR1100027,TX,Gold,420.58,14
OH 2,38814PR4374315,OH,Platinum,436.48,2
FL 60,31870NE6898464,FL,Silver,412.06,60
FL 26,39895OE1635669,FL,Bronze,267.79,26
FL 22,88328HX9028527,FL,Silver,346.05,22
SC 22,70627HG6002415,SC,Bronze,262.38,22
MI 12,75554KS7213482,MI,Bronze,242.57,12
FL 43,61474CJ8742653,FL,Silver,301.66,43
OH 13,87686IY9923790,OH,Bronze,252.96,13
OH 2,88713DB7993421,OH,Bronze,319.86,2
ME 2,02139OJ0086143,ME,Silver,317.03,2
FL 57,76120RU9138856,FL,Bronze,258.85,57
FL 9,89177BN1505704,FL,Bronze,271.7,9
OK 3,63587GJ9847835,OK,Bronze,183.81,3
PA 4,90246MR1840372,PA,Gold,297.45,4
MI 13,14083GA2584445,MI,Silver,314.88,13
OK 3,95273YY5954328,OK,Gold,384.01,3
OR 2,20189CT4643746,OR,Silver,250,2
PA 2,08635UG8249912,PA,Gold,220.46,2
AZ 1,79783XC8917584,AZ,Gold,351.99,1
SC 34,01308QO2050460,SC,Bronze,267.71,34
MS 6,45735RP7430762,MS,Silver,286.34,6
SC 12,65577WQ4002706,SC,Silver,302.04,12
FL 22,43523FM2411709,FL,Gold,316.19,22
FL 57,33821UV4890800,FL,Silver,367.65,57
IN 11,93899QD0008139,IN,Silver,499.62,11
AZ 7,17360SS9870129,AZ,Silver,320.2,7
AL 7,69353DK9015936,AL,Silver,237.13,7
SD 4,77649TP9775782,SD,Silver,270.13,4
SC 1,36735FV2284873,SC,Silver,290.48,1
FL 13,65642DW4679187,FL,Platinum,465.24,13
NC 10,69324NG4797274,NC,Platinum,515.61,10
SC 2,87882WO0826094,SC,Gold,380.78,2
FL 19,32438PN5624083,FL,Bronze,273.5,19
SC 25,98744OM5440469,SC,Silver,461.44,25
MI 5,15201PU4835122,MI,Bronze,216.85,5
KS 1,10443TS9312661,KS,Silver,266.48,1
OH 8,12456HL8459444,OH,Gold,435.79,8
LA 7,41010OW3672263,LA,Platinum,466.86,7
GA 5,98698TN8555892,GA,Platinum,371.1,5
TX 24,89377VX9332175,TX,Gold,328.99,24
FL 7,71909LU8360539,FL,Silver,325.6,7
OH 2,79111RW1956974,OH,Silver,364.44,2
OH 7,21245QT0114042,OH,Silver,329.96,7
WI 15,01862YH2042769,WI,Bronze,318.44,15
SC 1,05650SD4772484,SC,Silver,310.13,1
SC 15,27380ZV3866282,SC,Silver,301.73,15
FL 40,27071WU5647927,FL,Platinum,486.19,40
FL 14,98568RT4446882,FL,Silver,349.99,14
WI 7,14720TX0405760,WI,Silver,407.4,7
OH 12,41831QY0921065,OH,Bronze,270.91,12
OR 1,70631KO0285371,OR,Bronze,190.26,1
AR 4,38251PP8302367,AR,Silver,298.02,4
FL 4,26943FK0455851,FL,Silver,330.9,4
SC 27,30733XO0440819,SC,Gold,306.51,27
NC 2,49357BI9703204,NC,Bronze,266.15,2
OH 5,51512KS3760239,OH,Bronze,217.8,5
OR 1,62777ZC3447250,OR,Silver,237,1
MO 2,71073CD3527789,MO,Bronze,309.81,2
TX 11,98400NH0489113,TX,Bronze,307.33,11
FL 13,70444XU5424022,FL,Silver,402,13
TX 9,85682LI9360239,TX,Bronze,193.75,9
OH 2,75180TB9119470,OH,Bronze,301.1,2
FL 57,50249GW9110084,FL,Catastrophic,252.71,57
SC 10,52337PS8189346,SC,Bronze,173.69,10
AR 5,17018OL0676497,AR,Gold,419.53,5
WI 15,01236RJ1768719,WI,Bronze,299.85,15
TX 8,99997XZ6806079,TX,Silver,395.48,8
TX 5,69350KW8904260,TX,Bronze,161.49,5
SC 41,75347IT8431352,SC,Silver,481.37,41
TN 4,09937RR4392524,TN,Silver,260.85,4
AR 2,09953MM7476586,AR,Silver,285.61,2
SC 43,18777UP0656757,SC,Gold,378.04,43
WI 1,75778CT2577557,WI,Bronze,294.88,1
FL 49,57788NL1147408,FL,Bronze,244.07,49
IN 13,18471IJ3821898,IN,Bronze,319.29,13
FL 6,68210RJ6425874,FL,Silver,354.09,6
FL 7,85590II7220704,FL,Platinum,458.33,7
PA 3,57640RY9685578,PA,Gold,470.27,3
AZ 7,03931UE8866202,AZ,Bronze,200.99,7
GA 2,43381GD5294360,GA,Silver,326,2
TX 25,61343SP3512995,TX,Silver,280.39,25
IN 3,52503YN3174277,IN,Bronze,242.94,3
OH 2,44810GE9167418,OH,Bronze,298.47,2
ME 3,17784CM3355911,ME,Silver,335.1,3
IN 6,52118JG7150525,IN,Bronze,244.13,6
MI 13,41889LN4219654,MI,Bronze,220.28,13
SC 10,00930GV0709294,SC,Gold,583.88,10
SC 12,31302OO3255633,SC,Silver,311.27,12
SC 44,15508GI5237764,SC,Silver,265.95,44
SC 41,72980HZ0053605,SC,Gold,336.14,41
OH 2,34694VI2039401,OH,Silver,291.96,2
TX 5,23148BP4360032,TX,Silver,232.08,5
WI 13,46271XZ2309717,WI,Platinum,569.1,13
SD 1,47986SP2394355,SD,Gold,376.93,1
UT 5,12222PQ9400598,UT,Silver,251.88,5
MO 3,91446QH4188401,MO,Bronze,208.03,3
KS 4,86125OL3073559,KS,Platinum,369.6,4
VA 7,48015FD3492619,VA,Bronze,195.45,7
WI 12,08921HW4986115,WI,Silver,396.43,12
OR 5,40244CY2196477,OR,Gold,283,5
